 Pharmaceutical Sciences, and Administr","51.2099","0.000000","0.000000","0.000000","0","11.000000","S","1467.000000","30518.000000","3245676.00","821465.00","121940.00",,,"828354.00","5760764.00",,,,,"342.000000","150.000000","612.000000","690.000000"
"51.2201","25.000000","48.000000","0.000000","10.000000"," ","S","665.000000","80.000000","0.00","84.00","3324.00",,,"1555245.00","734411.00","25.000000","48.000000",,"10.000000","0.000000","8.000000","0.000000","55.000000",,
"51.2202","0.000000","0.000000","0.000000","0.000000"," ","S","642.000000","68.000000","324783.00","74282.00","43988.00",,,"82224.00","71477.00",,,,,"0.000000","3.000000","0.000000","3.000000",,
"51.2206","0.000000","0.000000","0.000000","0.000000"," ","S","2224.000000","414.000000","555564.00","119831.00","36443.00",,,"885352.00","114571.00",,,,,"0.000000","10.000000","0.000000","65.000000",,
"51.2211","0.000000","0.000000","0.000000","0.000000"," ","S","46.000000","1756.000000","899787.00","209611.00","63561.00",,,"1716376.00","152125.00",,,,,"0.000000","222.000000","0.000000","297.000000",,
"51.2305","0.000000","5.000000","0.000000","0.000000"," ","S","42.000000","21.000000","59719.00","17280.00","0.00",,,"1.00","687.00",,"5.000000",,,"0.000000","0.000000","0.000000","0.000000",,
"51.2308","0.000000","0.000000","0.000000","62.300000"," ","S","207.000000","4058.000000","125057.00","329789.00","161520.00",,,"158918.00","727423.00",,,,"62.300000","0.000000","0.000000","0.000000","0.000000",,
"51.3801","214.000000","0.000000","0.000000","0.000000"," ","S","0.000000","57.000000","13507.00","1160.00","0.00",,,"86661.00","0.00","214.000000",,,,"0.000000","42.000000","0.000000","42.000000",,
"52.0101","207.300000","157.300000","11.700000","0.000000"," ","S","9630.000000","2390.000000","3133516.00","679686.00","437845.00",,,"362278.00","186469.00","312.000000","157.300000","11.700000",,"0.000000","48.000000","0.000000","69.000000",,
"52.0301","187.700000","39.000000","0.000000","0.000000"," ","S","13279.000000","1482.000000","3234952.00","737774.00","52765.00",,,"0.00","0.00","203.700000","39.000000",,,"0.000000","0.000000","0.000000","102.000000",,
"52.0601","60.700000","0.000000","0.000000","0.000000"," ","S","12758.000000","906.000000","2761707.00","677062.00","197617.00",,,"720744.00","1278959.00","82.700000",,,,"0.000000","0.000000","0.000000","0.000000",,
"54.0101","51.000000","5.700000","5.300000","0.000000"," ","S","16717.000000","284.000000","2663398.00","675773.00","123300.00",,,"53176.00","45673.00","71.000000","5.700000","5.300000",,"0.000000","0.000000","0.000000","0.000000",,
